,flags,utterance,category,intent,response
17731,BQ,"['issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17732,BL,"['error', 'message', 'pop', 'try', 'pay', 'card']",PAYMENT,payment_issue,response for payment_issue
17733,BLQC,"['problem', 'trying', 'pay', 'order', 'need', 'help', 'informing']",PAYMENT,payment_issue,response for payment_issue
17734,BILQC,"['issue', 'trying', 'make', 'payment', 'card', 'report']",PAYMENT,payment_issue,response for payment_issue
17735,BIMLQD,"['u', 'ask', 'agent', 'inform', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17736,BIPLD,"['please', 'ask', 'agent', 'could', 'inform', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17737,BILC,"['got', 'error', 'message', 'tried', 'pay', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17738,BIC,"['want', 'solve', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17739,BIMLQ,"['report', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17740,BSL,"['need', 'help', 'informing', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17741,BILQCZ,"['error', 'message', 'pop', 'try', 'pay', 'order', 'ahould']",PAYMENT,payment_issue,response for payment_issue
17742,BL,"['want', 'inform', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17743,BILC,"['problem', 'trying', 'pay', 'order', 'notify']",PAYMENT,payment_issue,response for payment_issue
17744,BILQC,"['error', 'pop', 'attempt', 'make', 'payment']",PAYMENT,payment_issue,response for payment_issue
17745,BLC,"['got', 'error', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17746,BILC,"['problem', 'paying', 'online', 'order', 'notify']",PAYMENT,payment_issue,response for payment_issue
17747,BILC,"['got', 'error', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17748,BILC,"['issue', 'making', 'payment', 'card', 'report']",PAYMENT,payment_issue,response for payment_issue
17749,BIPLCZ,"[""i'd"", 'ilke', 'report', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17750,BIMLQ,"['inform', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17751,BLC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'help', 'notify']",PAYMENT,payment_issue,response for payment_issue
17752,BILQC,"['issue', 'paying', 'online', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17753,BILQC,"['issue', 'paying', 'online', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17754,BIPLQCZ,"['got', 'error', 'message', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'could', 'report']",PAYMENT,payment_issue,response for payment_issue
17755,BIQC,"['issue', 'paying', 'order', 'u', 'report']",PAYMENT,payment_issue,response for payment_issue
17756,BILC,"['issue', 'paying', 'card', 'inform']",PAYMENT,payment_issue,response for payment_issue
17757,BMLQ,"['want', 'inform', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17758,BIPLDW,"['please', 'could', 'ask', 'agent', 'inform', 'fucking', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17759,BPLQC,"['problem', 'trying', 'pay', 'order', 'wanna', 'notify', 'please']",PAYMENT,payment_issue,response for payment_issue
17760,BILQC,"['problem', 'paying', 'online', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17761,BQ,"['issue', 'trying', 'pay', 'card']",PAYMENT,payment_issue,response for payment_issue
17762,BILCZ,"[""can't"", 'make', 'payment', 'haev']",PAYMENT,payment_issue,response for payment_issue
17763,BILC,"['payment', 'go']",PAYMENT,payment_issue,response for payment_issue
17764,BIML,"['notify', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17765,BLC,"['problem', 'making', 'payment', 'card', 'want', 'report']",PAYMENT,payment_issue,response for payment_issue
17766,BMLZ,"['wheretoinform', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17767,BILC,"['problem', 'paying', 'report']",PAYMENT,payment_issue,response for payment_issue
17768,BIMLQD,"['u', 'ask', 'agent', 'report', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17769,BIPMLQDW,"['please', 'u', 'ask', 'agent', 'notify', 'fucking', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17770,BLQCZ,"['got', 'error', 'message', 'attempted', 'pay', 'card', 'charged', 'anyway', 'help', 'notify']",PAYMENT,payment_issue,response for payment_issue
17771,BILQC,"['issue', 'making', 'payment', 'notify']",PAYMENT,payment_issue,response for payment_issue
17772,BPLCZ,"['got', 'error', 'attempted', 'make', 'payment', 'card', 'charged', 'anyway', 'report', 'please']",PAYMENT,payment_issue,response for payment_issue
17773,BIMLQZ,"['report', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17774,BL,"['get', 'error', 'message', 'try', 'make', 'payment', 'order']",PAYMENT,payment_issue,response for payment_issue
17775,BILC,"['issue', 'trying', 'pay', 'order', 'inform']",PAYMENT,payment_issue,response for payment_issue
17776,BIC,"[""can't"", 'pay', 'help']",PAYMENT,payment_issue,response for payment_issue
17777,BIPLQD,"['please', 'u', 'ask', 'agent', 'inform', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17778,BPLD,"['please', 'ask', 'agent', 'report', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17779,BIML,"['solve', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17780,BILC,"['got', 'error', 'message', 'attempted', 'make', 'payment', 'card', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17781,BIPLDW,"['please', 'ask', 'agent', 'could', 'solve', 'fucking', 'issue', 'paying']",PAYMENT,payment_issue,response for payment_issue
17782,BLQC,"['issue', 'paying', 'online', 'order', 'need', 'help', 'informing']",PAYMENT,payment_issue,response for payment_issue
17783,BPLC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'card', 'charged', 'anyway', 'want', 'notify', 'please']",PAYMENT,payment_issue,response for payment_issue
17784,BLQC,"['problem', 'paying', 'card', 'need', 'help', 'notifying']",PAYMENT,payment_issue,response for payment_issue
17785,BLC,"['problem', 'paying', 'need', 'help', 'informing']",PAYMENT,payment_issue,response for payment_issue
17786,BIMLQD,"['u', 'ask', 'agent', 'notify', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17787,BIMQWZ,"['acn', 'report', 'fucking', 'payment', 'issue']",PAYMENT,payment_issue,response for payment_issue
17788,BL,"['want', 'notify', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17789,BMSLQZ,"['need', 'help', 'inforning', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17790,BILQC,"['want', 'solve', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17791,BIC,"['issue', 'trying', 'pay', 'report']",PAYMENT,payment_issue,response for payment_issue
17792,BILCZ,"['issue', 'making', 'payment', 'notify']",PAYMENT,payment_issue,response for payment_issue
17793,BILC,"['problem', 'trying', 'pay', 'online', 'order', 'notify']",PAYMENT,payment_issue,response for payment_issue
17794,BLQ,"['error', 'message', 'pop', 'try', 'make', 'payment']",PAYMENT,payment_issue,response for payment_issue
17795,BPLEC,"['problem', 'making', 'payment', 'would', 'like', 'notify']",PAYMENT,payment_issue,response for payment_issue
17796,BMSQ,"['need', 'help', 'solving', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17797,BILCZ,"['issue', 'aying', 'online', 'order', 'notify']",PAYMENT,payment_issue,response for payment_issue
17798,BILC,"['issue', 'trying', 'pay', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17799,BILC,"['problem', 'trying', 'make', 'payment', 'card', 'inform']",PAYMENT,payment_issue,response for payment_issue
17800,BILC,"['got', 'error', 'message', 'attempted', 'pay', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17801,BIC,"['issue', 'trying', 'pay', 'card']",PAYMENT,payment_issue,response for payment_issue
17802,BILQC,"['error', 'message', 'pop', 'try', 'pay', 'order', 'u', 'help']",PAYMENT,payment_issue,response for payment_issue
17803,BIL,"['inform', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17804,BLZ,"['help', 'notifby', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17805,BLQCZ,"['got', 'error', 'message', 'tried', 'make', 'payment', 'charged', 'anyway', 'need', 'help', 'notifying']",PAYMENT,payment_issue,response for payment_issue
17806,BIPLQCZ,"['got', 'error', 'tried', 'pay', 'bit', 'charged', 'anyway', 'could', 'notify']",PAYMENT,payment_issue,response for payment_issue
17807,BILQC,"['wanna', 'report', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17808,BIMLQ,"['notify', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17809,BLC,"['got', 'error', 'message', 'attempted', 'make', 'payment', 'charged', 'anyway', 'want', 'report']",PAYMENT,payment_issue,response for payment_issue
17810,BQ,"['issue', 'paying', 'card']",PAYMENT,payment_issue,response for payment_issue
17811,BILC,"['got', 'error', 'attempted', 'make', 'payment', 'charged', 'anyway', 'inform']",PAYMENT,payment_issue,response for payment_issue
17812,BILQC,"['issue', 'trying', 'make', 'payment', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17813,BILQC,"['want', 'notify', 'problem', 'payment']",PAYMENT,payment_issue,response for payment_issue
17814,BIL,"['solve', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17815,BILC,"['want', 'notify', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17816,BLC,"['problem', 'making', 'payment', 'help', 'report']",PAYMENT,payment_issue,response for payment_issue
17817,BLZ,"['na', 'error', 'message', 'pop', 'attempt', 'pay']",PAYMENT,payment_issue,response for payment_issue
17818,BILC,"['problem', 'trying', 'pay']",PAYMENT,payment_issue,response for payment_issue
17819,BILQC,"['issue', 'trying', 'pay', 'inform']",PAYMENT,payment_issue,response for payment_issue
17820,BLQC,"['got', 'error', 'attempted', 'pay', 'card', 'charged', 'anyway', 'want', 'notify']",PAYMENT,payment_issue,response for payment_issue
17821,BLQC,"['problem', 'paying', 'online', 'order', 'need', 'help', 'notifying']",PAYMENT,payment_issue,response for payment_issue
17822,BILQC,"['error', 'message', 'pop', 'try', 'pay', 'card']",PAYMENT,payment_issue,response for payment_issue
17823,BILC,"['got', 'error', 'message', 'tried', 'pay', 'card', 'charged', 'anyway', 'report']",PAYMENT,payment_issue,response for payment_issue
17824,BLC,"['problem', 'paying', 'help', 'inform']",PAYMENT,payment_issue,response for payment_issue
17825,BSL,"['need', 'help', 'informing', 'problem', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17826,BILCZ,"['problem', 'trying', 'make', 'pamyent', 'card', 'report']",PAYMENT,payment_issue,response for payment_issue
17827,BLC,"['problem', 'trying', 'pay', 'online', 'order', 'help', 'inform']",PAYMENT,payment_issue,response for payment_issue
17828,BPLC,"['issue', 'trying', 'pay', 'order', 'need', 'help', 'notifying', 'please']",PAYMENT,payment_issue,response for payment_issue
17829,BILQC,"['want', 'inform', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17830,BPLDW,"['please', 'ask', 'agent', 'inform', 'fucking', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17831,BML,"['notify', 'payment', 'problem']",PAYMENT,payment_issue,response for payment_issue
17832,BILCZ,"['got', 'error', 'attempted', 'make', 'payment', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17833,BIQC,"['card', 'declined']",PAYMENT,payment_issue,response for payment_issue
17834,BILC,"['get', 'error', 'attempt', 'make', 'payment', 'help']",PAYMENT,payment_issue,response for payment_issue
17835,BLC,"['issue', 'paying', 'card', 'want', 'notify']",PAYMENT,payment_issue,response for payment_issue
17836,BLZ,"['k', 'get', 'error', 'try', 'make', 'payment']",PAYMENT,payment_issue,response for payment_issue
17837,BLC,"['issue', 'paying', 'card', 'want', 'inform']",PAYMENT,payment_issue,response for payment_issue
17838,BILC,"['issue', 'paying', 'card', 'notify']",PAYMENT,payment_issue,response for payment_issue
17839,BIC,"['issue', 'paying', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17840,BILQC,"['got', 'error', 'message', 'tried', 'make', 'payment', 'charged', 'anyway', 'notify']",PAYMENT,payment_issue,response for payment_issue
17841,BILC,"['got', 'error', 'message', 'tried', 'pay', 'card', 'charged', 'anyway']",PAYMENT,payment_issue,response for payment_issue
17842,BLQC,"['problem', 'making', 'payment', 'card', 'need', 'help', 'notifying']",PAYMENT,payment_issue,response for payment_issue
17843,BPLQC,"['issue', 'trying', 'make', 'payment', 'need', 'help', 'notifying', 'please']",PAYMENT,payment_issue,response for payment_issue
17844,BIPW,"['could', 'report', 'fucking', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17845,BILC,"['got', 'payment', 'validation']",PAYMENT,payment_issue,response for payment_issue
17846,BPMLD,"['ask', 'agent', 'could', 'inform', 'problem', 'payment', 'please']",PAYMENT,payment_issue,response for payment_issue
17847,BPLQCZ,"['issue', 'making', 'payment', 'card', 'want', 'inform', 'olease']",PAYMENT,payment_issue,response for payment_issue
17848,BL,"['error', 'message', 'pop', 'attempt', 'pay', 'order']",PAYMENT,payment_issue,response for payment_issue
17849,BC,"['issue', 'trying', 'pay', 'report']",PAYMENT,payment_issue,response for payment_issue
17850,BLQC,"['problem', 'making', 'payment', 'card', 'wanna', 'inform']",PAYMENT,payment_issue,response for payment_issue
17851,BPMLDW,"['please', 'ask', 'agent', 'could', 'notify', 'fucking', 'issue', 'making', 'payment']",PAYMENT,payment_issue,response for payment_issue
17852,BIL,"['notify', 'issue', 'payment']",PAYMENT,payment_issue,response for payment_issue
17853,BILQCZ,"['want', 'tyo', 'notify', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17854,BILC,"['issue', 'trying', 'pay', 'notify']",PAYMENT,payment_issue,response for payment_issue
17855,BIQC,"['issue', 'trying', 'pay', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17856,BQC,"['issue', 'trying', 'pay', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
17857,B,"['payment', 'failed']",PAYMENT,payment_issue,response for payment_issue
17858,BLC,"['problem', 'making', 'payment', 'want', 'notify']",PAYMENT,payment_issue,response for payment_issue
17859,BIML,"['inform', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17860,BILC,"['error', 'message', 'pop', 'try', 'pay', 'online', 'order']",PAYMENT,payment_issue,response for payment_issue
17861,BILQCZ,"['error', 'pop', 'try', 'make', 'payment', 'order']",PAYMENT,payment_issue,response for payment_issue
17862,BPLQC,"['got', 'error', 'tried', 'make', 'payment', 'charged', 'anyway', 'want', 'notify', 'please']",PAYMENT,payment_issue,response for payment_issue
17863,BLQ,"['wanna', 'inform', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17864,BILC,"['get', 'error', 'message', 'try', 'pay', 'online', 'order', 'help']",PAYMENT,payment_issue,response for payment_issue
17865,BILCZ,"['want', 'solve', 'payment', 'prbolem', 'help']",PAYMENT,payment_issue,response for payment_issue
17866,BIML,"['report', 'problem', 'paying']",PAYMENT,payment_issue,response for payment_issue
17867,BILC,"['issue', 'trying', 'pay', 'online', 'order', 'report']",PAYMENT,payment_issue,response for payment_issue
